Unnamed: 0,FID,COMID,Name,REACHCODE,GRIDCODE,Reach_Km2,UpstrmKm2,BFI,Slope,Elevation,Solar,HiCascade,Forest,Developed,Ag,Shrub,Water,AirC,Air245mid,Air245late,Air585mid,Air585late,STpresent,ST_245mid,ST_245late,ST_585mid,ST_585late,Diff_245mi,Diff_245la,Diff_585mi,Diff585la,pred_SE,CO,CHS,BT,STW,ST_HIP_km,CO_HIP_km,CH_HIP_km,ADULTp,ADULT245m,ADULT245l,ADULT585m,ADULT585l,JUVp,JUV245m,JUV245l,JUV585m,JUV585l,BTp,BT245m,BT245l,BT585m,BT585l
725,366,23809696,Peavine Creek,1.71E+13,479800,3.03,32.18,77.19,0.03,889.05,-0.33,0.75,0.92,0,0,0.08,0,23.42,23.99,25.01,25.41,27.57,11.35,12.36,12.75,12.91,14.17,1.01,1.4,1.56,2.82,2.4,0,0,0,0,1.92,0,0,0.9,0.93,0.94,0.95,0.96,0.78,0.84,0.85,0.85,0.92,0.75,0.67,0.62,0.61,0.46
726,367,23809698,Peavine Creek,1.71E+13,479673,4.71,26.43,77.45,0.03,930.7,0.04,0.88,0.94,0,0,0.06,0,23.07,23.99,25.01,25.41,27.57,10.92,11.88,12.27,12.43,13.69,0.96,1.35,1.51,2.77,2.5,0,0,0,0,2.03,0.38,0,0.88,0.92,0.93,0.93,0.95,0.73,0.8,0.82,0.83,0.89,0.77,0.71,0.66,0.65,0.51
727,368,23809700,Peavine Creek,1.71E+13,480141,3.31,14.59,77.75,0.05,1001.58,0.32,1,0.95,0,0,0.05,0,22.77,23.01,24.02,24.43,26.6,10.21,11.08,11.47,11.63,12.89,0.87,1.26,1.42,2.68,2.47,0,0,0,0,0,0,0,0.85,0.89,0.91,0.91,0.95,0.67,0.76,0.78,0.79,0.85,0.82,0.77,0.74,0.72,0.6
728,369,23809704,Peavine Creek,1.71E+13,480204,0.62,1.18,76.13,0.07,1297.61,-0.65,1,0.98,0,0,0.02,0,22.3,22.64,23.65,24.07,26.23,8.7,9.38,9.77,9.93,11.2,0.68,1.07,1.23,2.5,2.45,0,0,0,0,0,0,0,0.76,0.8,0.83,0.84,0.89,0.56,0.61,0.64,0.65,0.76,0.85,0.85,0.85,0.83,0.76
729,370,23809702,Peavine Creek,1.71E+13,480033,5.9,7.09,77.74,0.08,1161.08,-0.09,1,0.94,0,0,0.06,0,22.33,22.64,23.65,24.07,26.23,9.02,9.74,10.13,10.29,11.56,0.72,1.11,1.27,2.54,2.5,0,0,0,0,0.25,1.02,0,0.78,0.83,0.85,0.86,0.91,0.58,0.64,0.68,0.69,0.79,0.86,0.84,0.83,0.82,0.74
730,371,23809706,Peavine Creek,1.71E+13,479959,0.56,0.56,75,0.12,1321.05,-0.37,1,0.96,0,0,0.04,0,22.3,22.64,23.65,24.07,26.23,8.22,8.85,9.23,9.39,10.66,0.63,1.01,1.17,2.44,2.52,0,0,0,0,0,0,0,0.72,0.77,0.78,0.8,0.87,0.52,0.57,0.6,0.61,0.72,0.83,0.85,0.85,0.85,0.79
731,855,23810794,Perry Creek,1.71E+13,480271,1.44,1.44,67,0.16,808.63,0.48,0,0.88,0,0,0.12,0,24.11,24.08,25.08,25.44,27.55,15.12,16.57,16.97,17.12,18.37,1.45,1.85,2,3.25,2.46,0,0,0,0,0,0,0,0.95,0.92,0.91,0.91,0.84,0.94,0.95,0.94,0.94,0.91,0.36,0.24,0.2,0.19,0.11
732,844,23810728,Pick Creek,1.71E+13,480481,2.71,2.71,65,0.19,1165.77,0.16,0,0.81,0,0,0.19,0,20.7,22.69,23.75,24.08,26.16,14.55,15.94,16.34,16.48,17.73,1.39,1.79,1.93,3.18,2.18,0,0,0,0,0,0,0,0.97,0.95,0.94,0.94,0.89,0.94,0.96,0.96,0.96,0.94,0.43,0.28,0.23,0.22,0.14
733,846,23810732,Pick Creek,1.71E+13,480310,3.1,8.3,65.06,0.12,818.38,-0.04,0,0.89,0,0,0.11,0,21.72,22.74,23.8,24.13,26.22,17.93,19.72,20.13,20.26,21.51,1.79,2.2,2.33,3.58,1.4,0,0,0,1,0,0,0,0.89,0.79,0.75,0.73,0.63,0.96,0.89,0.86,0.85,0.76,0.1,0.04,0.03,0.03,0.01
734,801,23810638,Pine Cone Creek,1.71E+13,480260,1.34,1.34,69,0.36,1179.74,0.52,0,0.24,0,0,0.76,0,23.11,24.23,25.22,25.65,27.8,12.78,13.96,14.35,14.5,15.76,1.18,1.57,1.72,2.98,2.69,0,0,0,0,0,0,0,0.93,0.95,0.95,0.95,0.93,0.84,0.9,0.91,0.92,0.93,0.61,0.48,0.46,0.43,0.31
735,372,23809708,Pinhead Creek,1.71E+13,479805,0.03,70.47,74.21,0.04,666.74,-0.35,0.49,0.92,0.01,0,0.07,0,24.18,24.77,25.77,26.19,28.35,8.63,9.3,9.69,9.85,11.12,0.67,1.06,1.22,2.49,2.52,1,1,1,1,0,0.19,0.19,0.74,0.8,0.81,0.82,0.89,0.55,0.59,0.62,0.65,0.74,0.85,0.85,0.84,0.84,0.77
736,373,23809710,Pinhead Creek,1.71E+13,480121,0.84,68.74,74,0.03,733.71,-0.01,0.5,0.92,0.01,0,0.07,0,24.56,24.77,25.77,26.19,28.35,8.32,8.97,9.35,9.51,10.78,0.65,1.03,1.19,2.46,2.6,1,1,1,1,2.2,0.08,1.19,0.73,0.78,0.79,0.8,0.87,0.53,0.57,0.61,0.63,0.72,0.84,0.84,0.84,0.83,0.78
737,374,23809712,Pinhead Creek,1.71E+13,479967,2.54,27.67,73.95,0.03,775.99,-0.27,0.86,0.95,0.01,0,0.04,0,24.67,24.69,25.69,26.12,28.27,9.14,9.88,10.27,10.43,11.7,0.74,1.13,1.29,2.56,2.66,1,1,1,1,3.35,0,0.94,0.78,0.82,0.84,0.85,0.91,0.58,0.65,0.69,0.7,0.79,0.83,0.82,0.8,0.79,0.71
738,375,23809714,Pinhead Creek,1.71E+13,480187,0.43,17.37,76,0.06,836.41,-0.17,0.93,0.94,0.01,0,0.05,0,24.6,24.23,25.23,25.67,27.83,9.44,10.22,10.6,10.76,12.03,0.78,1.16,1.32,2.59,2.21,1,0,0,1,0.09,0,0,0.81,0.86,0.87,0.88,0.94,0.61,0.69,0.71,0.72,0.82,0.87,0.84,0.82,0.82,0.71
739,376,23809716,Pinhead Creek,1.71E+13,480113,2.43,13.69,76,0.09,1031.3,-0.45,0.94,0.94,0.01,0,0.05,0,22.64,22.96,23.95,24.39,26.54,8.69,9.38,9.76,9.93,11.19,0.69,1.07,1.24,2.5,1.72,1,0,0,1,0.39,0,0,0.78,0.81,0.84,0.85,0.92,0.57,0.62,0.66,0.67,0.77,0.91,0.91,0.9,0.89,0.8
740,377,23809718,Pinhead Creek,1.71E+13,480000,7.69,7.69,76.07,0.08,1342.01,-0.15,0.97,0.94,0.01,0,0.05,0,21.19,22.92,23.91,24.35,26.5,7.92,8.52,8.9,9.07,10.34,0.6,0.98,1.15,2.42,2.2,0,0,0,0,0.64,0,0,0.7,0.75,0.77,0.79,0.86,0.49,0.54,0.59,0.59,0.7,0.85,0.87,0.88,0.88,0.85
741,810,23810656,Pink Creek,1.71E+13,480468,2.64,2.64,67.42,0.14,780.96,0.47,0,0.93,0,0,0.07,0,23.18,24.62,25.64,26.02,28.16,15.03,16.47,16.88,17.02,18.27,1.44,1.85,1.99,3.24,1.59,0,0,0,0,0,0,0,0.98,0.95,0.93,0.93,0.87,0.96,0.98,0.97,0.97,0.94,0.34,0.21,0.18,0.15,0.09
742,33,23810868,Pint Creek,1.71E+13,479518,0.04,1.16,73.67,0.13,591.24,0.75,0,0.81,0.01,0,0.18,0,24.26,24.71,25.77,26.16,28.29,15.34,16.82,17.23,17.37,18.62,1.48,1.89,2.03,3.28,1.44,0,0,0,0,0,0,0,0.98,0.94,0.92,0.92,0.86,0.97,0.98,0.97,0.97,0.93,0.31,0.17,0.14,0.14,0.07
743,546,23810098,Pint Creek,1.71E+13,480062,0.01,1.17,73.48,0.09,570.77,0.4,0,0.81,0.01,0,0.18,0,24.26,24.71,25.77,26.16,28.29,15.34,16.82,17.23,17.37,18.62,1.48,1.89,2.03,3.28,1.44,0,0,0,0,0,0,0,0.98,0.94,0.92,0.92,0.85,0.97,0.98,0.98,0.97,0.94,0.31,0.17,0.14,0.13,0.07
744,831,23810702,Pint Creek,1.71E+13,480354,0.81,2.54,72.65,0.12,553.41,0.44,0,0.84,0.03,0,0.13,0,24.26,24.7,25.76,26.14,28.28,15.28,16.75,17.15,17.3,18.55,1.47,1.87,2.02,3.27,1.83,0,0,0,0,0,0,0,0.97,0.94,0.92,0.91,0.85,0.96,0.97,0.97,0.96,0.93,0.33,0.19,0.16,0.16,0.09
745,834,23810708,Pint Creek,1.71E+13,480214,1.12,1.12,74.1,0.18,744.34,0.64,0,0.81,0.01,0,0.18,0,24.26,24.71,25.77,26.16,28.29,14.61,16,16.4,16.55,17.8,1.39,1.79,1.94,3.19,1.45,0,0,0,0,0,0,0,0.98,0.96,0.95,0.95,0.9,0.95,0.98,0.98,0.98,0.96,0.39,0.24,0.2,0.19,0.11
746,500,23809984,Plaza Creek,1.71E+13,480176,3.53,3.53,73,0.21,1167.41,0.38,0,0.98,0,0,0.02,0,21.45,22.8,23.87,24.24,26.37,11.18,12.17,12.56,12.71,13.97,0.99,1.38,1.53,2.79,2.49,0,0,0,0,0.01,0,0,0.89,0.93,0.94,0.95,0.96,0.75,0.82,0.84,0.85,0.91,0.76,0.67,0.63,0.61,0.49
747,851,23810780,Poop Creek,1.71E+13,480239,4.7,4.7,75,0.07,1078.83,0.42,0.14,0.91,0,0,0.09,0,22.4,24.23,25.23,25.66,27.81,11.75,12.81,13.2,13.35,14.61,1.06,1.45,1.6,2.86,1.49,0,0,0,0,0.16,0,0,0.94,0.97,0.98,0.98,0.98,0.81,0.88,0.9,0.91,0.95,0.76,0.63,0.57,0.56,0.39
748,593,23810194,Pot Creek,1.71E+13,479994,0.08,9.36,76,0.03,639.97,0.1,0.23,0.9,0.01,0,0.09,0,23.96,24.68,25.68,26.1,28.26,12.28,13.4,13.79,13.95,15.21,1.12,1.51,1.67,2.93,2.35,1,0,0,1,0,0,0,0.94,0.96,0.96,0.97,0.95,0.83,0.89,0.9,0.91,0.94,0.67,0.56,0.5,0.49,0.35
749,755,23810542,Pot Creek,1.71E+13,480210,5.43,5.43,76,0.1,1004.68,0.34,0.4,0.9,0.01,0,0.09,0,23.24,24,25.02,25.42,27.59,11.56,12.59,12.98,13.14,14.4,1.03,1.42,1.58,2.84,2.43,1,0,0,0,0,0,0,0.91,0.94,0.94,0.95,0.96,0.77,0.84,0.87,0.87,0.93,0.74,0.64,0.57,0.57,0.42
750,725,23810482,Pup Creek,1.71E+13,479930,7.7,7.7,68.47,0.2,1006.17,-0.46,0,0.94,0,0,0.06,0,22.01,24.65,25.71,26.08,28.2,13.47,14.73,15.12,15.27,16.53,1.26,1.65,1.8,3.06,2.44,0,0,0,0,0,0,0,0.95,0.96,0.95,0.95,0.92,0.89,0.93,0.94,0.95,0.95,0.53,0.42,0.36,0.35,0.23
751,761,23810554,Rhododendron Creek,1.71E+13,480276,1.54,16.6,72,0.09,887.33,0.06,0.01,0.87,0,0,0.13,0,23.37,24.58,25.57,26.01,28.18,11.69,12.74,13.13,13.29,14.55,1.05,1.44,1.6,2.86,1.47,1,0,0,1,0.32,0,0,0.94,0.97,0.98,0.98,0.98,0.81,0.87,0.9,0.91,0.95,0.77,0.64,0.58,0.56,0.4
752,762,23810556,Rhododendron Creek,1.71E+13,480349,8.13,8.13,71.36,0.09,1241.25,0.06,0,0.92,0,0,0.07,0,22.23,23.24,24.22,24.65,26.79,11.08,12.05,12.44,12.6,13.86,0.97,1.36,1.52,2.78,2.18,0,0,0,0,0.3,0.33,0,0.9,0.93,0.94,0.95,0.96,0.75,0.82,0.84,0.85,0.91,0.79,0.7,0.65,0.64,0.49
753,729,23810490,Richardson Creek,1.71E+13,480298,3.55,3.55,48.48,0.04,187.39,0,0,0.12,0.46,0.41,0,0,25.81,29.15,30.17,30.49,32.43,19.93,21.96,22.38,22.51,23.74,2.03,2.45,2.58,3.81,1.99,0,0,0,0,0,0,0.03,0.75,0.57,0.53,0.52,0.38,0.86,0.71,0.69,0.68,0.57,0.04,0.01,0.01,0.01,0
754,847,23810796,Richardson Creek,1.71E+13,480240,0,13.91,50,0,80.42,0.23,0,0.28,0.35,0.33,0.02,0.02,26.06,29.16,30.19,30.5,32.45,21,23.16,23.58,23.7,24.94,2.16,2.58,2.7,3.94,1.64,1,1,0,0,0,0,0,0.67,0.45,0.38,0.38,0.24,0.8,0.62,0.58,0.57,0.45,0.02,0,0,0,0
755,848,23810734,Richardson Creek,1.71E+13,480282,8.13,13.91,48.74,0.03,128.62,0.23,0,0.28,0.35,0.33,0.02,0.02,26.06,29.16,30.19,30.5,32.45,20.38,22.47,22.89,23.01,24.25,2.09,2.51,2.63,3.87,1.42,1,1,0,1,1.7,0.82,1.24,0.73,0.52,0.48,0.47,0.32,0.83,0.68,0.65,0.63,0.53,0.03,0.01,0,0,0
756,528,23810048,Rimrock Creek,1.71E+13,480079,3.09,3.09,66.3,0.26,782.16,-0.25,0,0.99,0,0,0.01,0,22.38,24.55,25.61,25.98,28.1,15.29,16.77,17.17,17.32,18.57,1.48,1.88,2.03,3.28,1.56,0,0,0,0,0,0,0,0.98,0.94,0.92,0.92,0.86,0.97,0.98,0.97,0.97,0.93,0.32,0.18,0.15,0.14,0.08
757,267,23809492,Roaring River,1.71E+13,479836,2.05,110.58,68.39,0.05,606.46,0.37,0,0.95,0,0,0.04,0,23.24,25.42,26.49,26.86,28.99,14.72,16.13,16.53,16.68,17.93,1.41,1.81,1.96,3.21,1.28,1,1,0,1,1.46,0,0.65,0.99,0.96,0.95,0.95,0.9,0.97,0.98,0.99,0.98,0.96,0.38,0.23,0.19,0.18,0.1
758,268,23809494,Roaring River,1.71E+13,479525,11.86,103.58,70.48,0.03,790.77,0.04,0,0.95,0,0,0.04,0,22.72,25.03,26.08,26.46,28.59,14.31,15.67,16.07,16.22,17.47,1.36,1.76,1.91,3.16,1.52,1,1,0,1,3.87,0,0.95,0.98,0.97,0.96,0.96,0.91,0.95,0.98,0.98,0.98,0.97,0.44,0.28,0.25,0.22,0.13
759,269,23809496,Roaring River,1.71E+13,479721,3.87,90.52,72,0.03,868.99,0.49,0,0.95,0,0,0.05,0,21.24,24.93,25.99,26.36,28.49,13.24,14.48,14.87,15.02,16.28,1.24,1.63,1.78,3.04,1.43,0,0,0,1,1.31,0,0.04,0.98,0.99,0.98,0.98,0.96,0.91,0.95,0.96,0.97,0.98,0.57,0.41,0.36,0.34,0.21
760,270,23809498,Roaring River,1.71E+13,479853,2.53,67.27,72.19,0.04,771.46,0,0,0.94,0,0,0.06,0,21.38,23.57,24.63,25.01,27.14,14.06,15.39,15.79,15.93,17.19,1.33,1.73,1.87,3.13,1.69,0,0,0,0,1.69,0,0.23,0.98,0.97,0.97,0.96,0.92,0.93,0.97,0.97,0.97,0.97,0.46,0.32,0.27,0.26,0.16
761,271,23809500,Roaring River,1.71E+13,479850,3.51,63.32,72.33,0.02,1020.83,0.33,0,0.94,0,0,0.06,0,20.97,22.8,23.86,24.24,26.37,14.09,15.42,15.82,15.97,17.22,1.33,1.73,1.88,3.13,2.26,0,0,0,0,0.9,0,0,0.97,0.96,0.95,0.94,0.9,0.92,0.95,0.95,0.96,0.95,0.46,0.32,0.29,0.27,0.18
762,272,23809502,Roaring River,1.71E+13,479741,0.68,57.26,73,0.04,773.99,0.35,0,0.94,0,0,0.06,0,20.94,22.42,23.48,23.86,25.99,13.71,15,15.4,15.55,16.8,1.29,1.69,1.84,3.09,2.24,0,0,0,0,0.84,0,0,0.96,0.96,0.96,0.95,0.92,0.9,0.95,0.95,0.95,0.95,0.51,0.37,0.33,0.3,0.2
763,273,23809504,Roaring River,1.71E+13,479421,2.12,51.51,73.02,0.03,893.97,0.25,0,0.93,0,0,0.06,0,21.55,22.57,23.63,24.01,26.14,13.93,15.25,15.64,15.79,17.05,1.32,1.71,1.86,3.12,2.23,0,0,0,0,1.28,0,0,0.97,0.96,0.95,0.95,0.92,0.91,0.95,0.95,0.95,0.96,0.49,0.34,0.31,0.29,0.18
764,274,23809506,Roaring River,1.71E+13,479748,2.13,45.85,73.45,0.05,930.26,0.2,0,0.93,0,0,0.07,0,21.57,22.62,23.68,24.06,26.19,13.65,14.93,15.32,15.47,16.73,1.28,1.67,1.82,3.08,2.2,0,0,0,0,1.05,0,0,0.97,0.96,0.96,0.96,0.93,0.9,0.94,0.95,0.95,0.96,0.53,0.39,0.33,0.31,0.2
765,275,23809508,Roaring River,1.71E+13,479916,7.88,38.96,74.88,0.03,1019.78,0.13,0,0.93,0,0,0.07,0,21.23,22.2,23.25,23.63,25.77,13.29,14.53,14.92,15.07,16.33,1.24,1.63,1.78,3.04,1.92,0,0,0,0,3.36,0,0,0.97,0.98,0.97,0.97,0.95,0.89,0.94,0.95,0.95,0.97,0.57,0.41,0.38,0.36,0.22
766,276,23809510,Roaring River,1.71E+13,479767,6.59,16.03,75,0.04,1120.76,0.22,0,0.95,0,0,0.04,0,20.75,21.8,22.84,23.22,25.37,12.58,13.74,14.13,14.28,15.54,1.16,1.55,1.7,2.96,2.28,0,0,0,0,2.84,0,0,0.94,0.96,0.96,0.97,0.95,0.84,0.91,0.92,0.93,0.95,0.64,0.52,0.47,0.45,0.32
767,277,23809512,Roaring River,1.71E+13,479751,7.66,7.66,75.54,0.07,1246.82,-0.08,0,0.98,0,0,0.02,0,20.44,21.71,22.75,23.14,25.29,11.51,12.53,12.92,13.08,14.34,1.02,1.41,1.57,2.83,1.94,0,0,0,0,0.76,0.5,0,0.93,0.95,0.96,0.97,0.97,0.79,0.85,0.88,0.88,0.94,0.77,0.66,0.6,0.59,0.44
768,324,23809608,Rock Creek,1.71E+13,479616,0,23.95,50,0,21.73,-0.77,0,0.26,0.43,0.29,0.02,0,26.42,29.34,30.33,30.64,32.51,19.63,21.63,22.04,22.17,23.41,2,2.41,2.54,3.78,1.64,1,0,0,1,0,0,0,0.78,0.62,0.57,0.56,0.41,0.89,0.75,0.72,0.7,0.61,0.04,0.01,0.01,0.01,0
769,325,23809720,Rock Creek,1.71E+13,479873,4.14,23.95,48.79,0.02,106.54,0.12,0,0.26,0.43,0.29,0.02,0,26.42,29.34,30.33,30.64,32.51,19.08,21.01,21.42,21.55,22.79,1.93,2.34,2.47,3.71,1.69,1,0,0,1,1.91,0.13,1.83,0.82,0.67,0.64,0.62,0.49,0.91,0.79,0.77,0.75,0.65,0.06,0.02,0.02,0.01,0.01
770,378,23809722,Rock Creek,1.71E+13,479668,2.08,18.07,48.01,0.01,121.8,0.01,0,0.3,0.36,0.3,0.02,0,26.38,29.32,30.32,30.62,32.5,19.52,21.5,21.92,22.05,23.28,1.98,2.4,2.53,3.76,2.27,0,0,0,0,0.64,0.39,1.29,0.79,0.62,0.57,0.55,0.43,0.88,0.74,0.72,0.7,0.61,0.06,0.02,0.02,0.01,0.01
771,379,23809724,Rock Creek,1.71E+13,479698,0.18,14.95,48,0.01,108.58,-0.24,0,0.33,0.3,0.34,0.03,0,26.42,29.34,30.33,30.63,32.51,19.64,21.64,22.06,22.18,23.42,2,2.42,2.54,3.78,2.41,0,0,0,0,0,0.16,0.3,0.77,0.6,0.56,0.53,0.41,0.86,0.74,0.69,0.71,0.6,0.06,0.02,0.02,0.01,0.01
772,380,23809726,Rock Creek,1.71E+13,480049,1.71,13.24,48,0,141.43,-0.15,0,0.33,0.29,0.35,0.02,0,26.08,29.25,30.26,30.57,32.48,19.74,21.75,22.16,22.29,23.53,2.01,2.42,2.55,3.79,2.4,0,0,0,0,0,0.65,0.65,0.75,0.59,0.54,0.54,0.4,0.86,0.73,0.69,0.68,0.59,0.06,0.02,0.02,0.01,0.01
773,381,23809728,Rock Creek,1.71E+13,479937,4.87,6.55,47.98,0.02,167.72,-0.04,0,0.33,0.26,0.37,0.03,0,25.86,29.15,30.18,30.49,32.43,19.77,21.79,22.2,22.33,23.57,2.02,2.43,2.56,3.8,2.45,0,0,0,0,0,2.81,1.67,0.76,0.59,0.54,0.53,0.41,0.86,0.73,0.7,0.67,0.59,0.06,0.02,0.02,0.02,0.01
774,382,23809730,Rock Creek,1.71E+13,480029,1.68,1.68,48,0.03,198.31,0.01,0,0.25,0.21,0.48,0.03,0,25.73,29.11,30.13,30.45,32.39,19.42,21.38,21.8,21.93,23.17,1.96,2.38,2.51,3.75,1.95,0,0,0,0,0,0,0,0.79,0.63,0.6,0.58,0.44,0.88,0.77,0.74,0.72,0.62,0.06,0.02,0.01,0.01,0.01
775,854,23810792,Rock Creek,1.71E+13,480332,2.95,2.95,67,0.16,948.78,0.52,0,0.86,0,0,0.14,0,22.66,24.08,25.08,25.44,27.55,14.44,15.82,16.22,16.36,17.61,1.38,1.78,1.92,3.17,2.47,0,0,0,0,0.03,0,0,0.96,0.94,0.93,0.93,0.88,0.92,0.94,0.95,0.95,0.93,0.43,0.3,0.26,0.25,0.16
776,753,23810538,Rod Creek,1.71E+13,480270,5.17,5.17,67.75,0.13,747.92,-0.11,0,0.92,0,0,0.08,0,23.63,24.32,25.37,25.74,27.87,15.59,17.1,17.51,17.65,18.9,1.51,1.92,2.06,3.31,1.67,0,0,0,0,0.57,0,0,0.97,0.93,0.91,0.9,0.83,0.97,0.97,0.96,0.96,0.91,0.28,0.16,0.13,0.13,0.06
777,789,23810614,Round Creek,1.71E+13,480397,0.95,4.24,72.09,0.23,1049.01,-0.02,0,0.94,0,0,0.05,0.01,22.17,23.52,24.51,24.96,27.11,11.81,12.87,13.26,13.41,14.67,1.06,1.45,1.6,2.86,2.48,0,0,0,0,0,0,0,0.92,0.94,0.95,0.96,0.96,0.78,0.85,0.88,0.88,0.93,0.71,0.62,0.56,0.53,0.39
778,790,23810616,Round Creek,1.71E+13,480007,2.21,2.21,72,0.15,1350.84,-0.38,0,0.94,0,0,0.06,0,21.75,23.41,24.4,24.85,27.01,11.29,12.29,12.68,12.84,14.1,1,1.39,1.55,2.81,2.54,0,0,0,0,0,0,0,0.9,0.93,0.94,0.94,0.96,0.75,0.83,0.84,0.85,0.91,0.76,0.66,0.62,0.61,0.47
779,23,23810380,Round Lake,1.71E+13,479613,1.03,1.03,72.33,0,1238.82,0.09,0,0.92,0,0,0.04,0.04,21.75,23.41,24.4,24.85,27.01,13.59,14.86,15.26,15.41,16.66,1.27,1.67,1.82,3.07,2.57,0,0,0,0,0,0,0,0.95,0.95,0.95,0.94,0.92,0.88,0.93,0.94,0.94,0.95,0.53,0.38,0.35,0.34,0.23
780,688,23810382,Round Lake,1.71E+13,480387,0.05,1.08,72,0.04,1099.4,0.15,0,0.93,0,0,0.04,0.03,21.75,23.41,24.4,24.85,27.01,13.21,14.44,14.83,14.98,16.24,1.23,1.62,1.77,3.03,2.54,0,0,0,0,0,0,0,0.95,0.96,0.96,0.95,0.93,0.87,0.92,0.93,0.93,0.94,0.56,0.42,0.39,0.37,0.25
781,650,23810308,Russ Creek,1.71E+13,480375,0.33,0.33,70,0.14,1030.81,0.48,0,0.94,0,0,0.06,0,23.98,24.15,25.14,25.57,27.73,13.43,14.69,15.08,15.23,16.49,1.26,1.65,1.8,3.06,2.51,0,0,0,0,0.01,0,0,0.95,0.95,0.95,0.95,0.92,0.88,0.92,0.94,0.94,0.95,0.55,0.41,0.37,0.35,0.24
782,652,23810312,Russ Creek,1.71E+13,480355,0.53,3.17,70,0.16,819.37,-0.09,0,0.96,0,0,0.04,0,23.98,24.16,25.15,25.57,27.74,14,15.32,15.72,15.87,17.12,1.32,1.72,1.87,3.12,2.48,0,0,0,0,1.69,0,0,0.96,0.95,0.95,0.94,0.9,0.91,0.94,0.94,0.95,0.94,0.48,0.35,0.31,0.29,0.2
783,451,23809882,Saling Creek,1.71E+13,480184,2.13,2.13,52.64,0.05,237.7,-0.24,0,0.09,0.1,0.74,0.01,0.06,25.23,28.66,29.85,30.18,32.39,20.55,22.66,23.08,23.2,24.44,2.11,2.53,2.65,3.89,2.47,0,0,0,0,0,0.07,0,0.69,0.49,0.45,0.45,0.32,0.8,0.66,0.63,0.62,0.51,0.04,0.01,0.01,0.01,0
784,560,23810120,Sam Creek,1.71E+13,480080,1.04,1.04,75.16,0.13,808.98,-0.46,0,0.96,0.02,0,0.02,0,23.48,24.56,25.6,25.99,28.14,10.91,11.86,12.25,12.41,13.67,0.95,1.34,1.5,2.76,1.28,0,0,0,0,0,0,0,0.91,0.95,0.96,0.97,0.99,0.75,0.82,0.85,0.86,0.92,0.85,0.75,0.7,0.68,0.51
785,809,23810654,Sand Creek,1.71E+13,480398,1.43,1.43,67.49,0.17,882,0.42,0,0.88,0,0,0.12,0,23.58,24.67,25.69,26.07,28.22,14.72,16.12,16.52,16.67,17.92,1.4,1.8,1.95,3.2,2.44,0,0,0,0,0,0,0,0.96,0.94,0.92,0.92,0.87,0.93,0.95,0.95,0.94,0.93,0.4,0.27,0.22,0.22,0.13
786,751,23810534,Sandstone Creek,1.71E+13,480290,2.22,7.87,69.28,0.11,637.72,-0.01,0,0.95,0,0,0.05,0,23.88,24.55,25.6,25.99,28.11,13.81,15.11,15.51,15.66,16.91,1.3,1.7,1.85,3.1,1.45,0,0,0,1,0.02,0,0,0.98,0.98,0.97,0.97,0.94,0.93,0.97,0.98,0.98,0.98,0.5,0.33,0.3,0.27,0.16
787,752,23810536,Sandstone Creek,1.71E+13,480450,2.08,2.08,67.35,0.26,1041.9,-0.26,0,0.97,0,0,0.03,0,22.39,23.64,24.69,25.06,27.18,11.28,12.27,12.66,12.82,14.08,0.99,1.38,1.54,2.8,2.29,0,0,0,0,0,0,0,0.91,0.94,0.95,0.94,0.97,0.77,0.83,0.85,0.86,0.92,0.77,0.67,0.64,0.63,0.47
788,537,23810074,Second Creek,1.71E+13,480114,3.35,3.35,67.45,0.22,888.51,-0.06,0,0.97,0,0,0.03,0,22.37,24.55,25.61,25.98,28.1,16.56,18.19,18.59,18.73,19.98,1.63,2.03,2.17,3.42,1.49,0,0,0,0,0,0,0.11,0.95,0.87,0.86,0.85,0.76,0.98,0.95,0.94,0.93,0.87,0.19,0.09,0.08,0.07,0.04
789,14,23810814,Shellrock Creek,1.71E+13,479495,0.76,0.76,75.48,0.02,1326.58,-0.39,0,0.9,0,0,0.02,0.08,21.13,22.97,24,24.39,26.55,10.44,11.34,11.72,11.88,13.15,0.9,1.28,1.44,2.71,1.45,0,0,0,0,0,0,0,0.89,0.93,0.94,0.95,0.98,0.71,0.78,0.81,0.82,0.9,0.89,0.81,0.76,0.75,0.59
790,822,23810680,Shellrock Creek,1.71E+13,480350,3.67,7.44,75.31,0.11,1194.62,-0.24,0,0.89,0.01,0,0.08,0.02,21.15,22.97,24,24.39,26.55,11.37,12.38,12.77,12.92,14.19,1.01,1.4,1.55,2.82,1.88,0,0,0,0,0.22,0,0,0.92,0.95,0.96,0.96,0.98,0.78,0.85,0.87,0.88,0.93,0.77,0.66,0.64,0.6,0.47
791,832,23810704,Shellrock Creek,1.71E+13,480448,5.32,15.63,75.85,0.04,1123.26,0.07,0,0.88,0.01,0,0.1,0.01,21.72,22.79,23.82,24.2,26.36,12.22,13.32,13.72,13.87,15.13,1.1,1.5,1.65,2.91,2.03,0,0,0,0,1.09,0,0,0.94,0.97,0.97,0.97,0.97,0.82,0.89,0.91,0.91,0.95,0.68,0.57,0.5,0.5,0.35
