Variable,thermalSensitivity,meanStreamTemp,meanAirTemp,MeanMaxAir,MaxAir_C,Precip_mm,SumPrecip,MeanAirJJA,WetPrecip
thermalSensitivity,1,0.7668164685783848,0.32741178814206023,0.20534221151587537,-0.07225331320705052,-0.4891129581999647,0.4344204324449728,0.3893606096971082,-0.4988903929718069
meanStreamTemp,0.7668164685783848,1,0.5974015254944701,0.4895596368222036,0.21972614891402542,-0.6290432884381475,0.23358767850740145,0.6875768936816379,-0.6416183651690291
meanAirTemp,0.32741178814206023,0.5974015254944701,1,0.9277497079826442,0.8170927612782433,-0.6965384873162497,-0.45422294826328774,0.9179972196605286,-0.6847743471125095
MeanMaxAir,0.20534221151587537,0.4895596368222036,0.9277497079826442,1,0.9196809109477782,-0.7220837287099732,-0.6231082232980041,0.9198739083583962,-0.7063222735094971
MaxAir_C,-0.07225331320705052,0.21972614891402542,0.8170927612782433,0.9196809109477782,1,-0.52931148173762,-0.8172636183797868,0.7509046753622722,-0.5111697251395211
Precip_mm,-0.4891129581999647,-0.6290432884381475,-0.6965384873162497,-0.7220837287099732,-0.52931148173762,1,0.2393007060488605,-0.7941360953407208,0.9954002283802692
SumPrecip,0.4344204324449728,0.23358767850740145,-0.45422294826328774,-0.6231082232980041,-0.8172636183797868,0.2393007060488605,1,-0.3720829245540956,0.2106727568071795
MeanAirJJA,0.3893606096971082,0.6875768936816379,0.9179972196605286,0.9198739083583962,0.7509046753622722,-0.7941360953407208,-0.3720829245540956,1,-0.7838429001077569
WetPrecip,-0.4988903929718069,-0.6416183651690291,-0.6847743471125095,-0.7063222735094971,-0.5111697251395211,0.9954002283802692,0.2106727568071795,-0.7838429001077569,1
