"","SLOPE","Solar","Elev","BFI","h2oDevelop","h2oLakesPe","h2oAgricul","h2oBurnPer","h2oRdDens","h2oHiCascP","h2oWetland","h2oVegCov","h2oVegHt","Forest21","Shrub21","h2oKm2","BurnRCA","AgricultRC","WetlandsRC","LakesRCA","HiCascRCA","DevelopRCA","RoadsRCA","VegCover","VegHeight_","DevelopBuf","AgBuf","BurnBuf","WetlandBuf","LakesBuf","HiCascBuf","RoadsBuf","VegHtBuf","VegCovBuf","MeanMaxAir","MaxAir_C","Precip_mm","SumPrecip","MeanAirJJA","WetPrecip","thermalSensitivity"
"h2oWetland",-0.215711194595095,0.189906710387735,-0.489343742580008,-0.490408980334941,0.525304896081242,0.583826678288512,0.541080202072192,-0.135280123988002,0.423227256102801,-0.135603538046469,1,-0.407092615824066,-0.401350988775663,-0.270156591890635,-0.0570224477249691,0.0616943455397091,-0.161843430993208,0.515860003098639,0.358783648092377,0.394310910356849,-0.203581137344598,0.497072387546082,0.262007788101398,-0.437646781822274,-0.409482071714374,0.421345124522282,0.494355349793305,-0.132491088470638,0.289571453317536,0.302408202140818,-0.207413501778138,0.0495833582832742,-0.353023972069183,-0.281349529898536,0.392251644825899,0.261267857582771,-0.510897894943216,-0.0604893198977996,0.441569622437029,-0.514356265845496,0.235536799113805
"h2oVegCov",0.123500278583591,0.0451208828064047,0.466806567309312,0.549158981789237,-0.668210008128072,-0.18177599731107,-0.663579642473516,-0.088142075827732,-0.284795523801117,0.407007524861381,-0.407092615824066,1,0.906167599202521,0.844616331681565,-0.257706597324753,0.257186957360602,0.0744084294105278,-0.569959365421378,-0.452571820167183,-0.258938801343182,0.106336328287274,-0.545065444794878,-0.109316331990453,0.593035694191093,0.574993773125952,-0.511824627428577,-0.55645615924896,-0.042364982470384,-0.457347286522483,-0.241271714949237,0.0868247122956836,0.0409700538838183,0.355660615079138,0.303078545664689,-0.326019316677616,-0.221269892349019,0.450322824516128,-0.0323542894917315,-0.353549407934994,0.468526132520422,-0.485581291041648
"h2oVegHt",0.110006759410309,-0.0870739773331011,0.626401992061118,0.731000556198394,-0.757968514834329,-0.0903564898914677,-0.733966527278993,0.0642771930328649,-0.290808820583233,0.61682579452368,-0.401350988775663,0.906167599202521,1,0.847768065161043,-0.150706740928964,0.275033764229211,0.086299277082466,-0.654955165173692,-0.444495716090513,-0.391269989831501,0.344879476319869,-0.646571633896622,-0.0507988074077434,0.678051413149561,0.701753544744943,-0.568963870871769,-0.592841679666239,-0.0305516700507577,-0.419910968738183,-0.356525686045941,0.279996853261228,0.0114110142209848,0.444503408202939,0.333357455972764,-0.25608452294027,-0.0558802962145959,0.508229283989152,-0.261005205139311,-0.367105404973528,0.530227627937805,-0.658637961090696
"Forest21",-0.025365932449742,0.0577351420480064,0.332033354518981,0.47667985485755,-0.497557538573627,-0.108175948582792,-0.506709446957705,-0.198719420725925,-0.2495839214131,0.452300539670376,-0.270156591890635,0.844616331681565,0.847768065161043,1,-0.321233857131558,0.379414038001457,-0.0368554928737942,-0.43128728514192,-0.316705595692924,-0.191782118761157,0.18292926473489,-0.424925556705752,-0.0105181051358638,0.502729955548936,0.520468635682349,-0.349233506203359,-0.428350923615164,-0.100548296167349,-0.314063320146384,-0.168569930481947,0.132822932446742,0.0317550706762265,0.268556862690713,0.230088210941735,-0.0447582363809004,0.0260379391666107,0.243138705571848,-0.259462676080872,-0.106322925157791,0.2666838216558,-0.407337725017476
"Shrub21",-0.302160243800645,-0.354409411565102,0.0311999935760901,0.180163082835273,-0.217397813045516,0.44050734354043,-0.232645983249685,0.871427158117893,-0.329155044763907,0.12559296996193,-0.0570224477249691,-0.257706597324753,-0.150706740928964,-0.321233857131558,1,0.372682397329244,0.499904850327385,-0.149002666935199,0.0606529770567566,-0.106431512088626,0.12943914999842,-0.124946078642632,-0.0592658115897092,-0.117466367566888,0.0378420540641959,-0.163514561766326,-0.111355406696735,0.393093937631163,0.0408558762128281,-0.10240666523923,0.112374632507803,-0.197771181728781,-0.0285142209331999,-0.269719119724024,-0.25544610189399,-0.192722447837038,0.19503839814068,0.161055044032388,-0.210767560619577,0.183329982716715,0.0176732144827707
"h2oKm2",-0.75480076500652,-0.166445565904881,-0.247264367396324,0.0347666681882381,-0.181831099913537,0.391335407289303,-0.182016774885932,0.45040600747971,-0.079828926532634,0.312281084908615,0.0616943455397091,0.257186957360602,0.275033764229211,0.379414038001457,0.372682397329244,1,0.274921473537022,-0.0331186875593493,0.0838609595032021,-0.0436157661697583,-0.00212944500617891,0.00922146035708422,0.331534983325561,-0.108685690266746,0.0432716662979455,-0.0307941859426926,0.0489212032908165,0.188381597532972,0.0369811649844908,0.0350114052454924,-0.0146934128500388,0.0987342840646226,-0.313128635384576,-0.499851262308301,0.250842227525606,0.237205827183167,-0.125734686648036,-0.192565912854615,0.324073556723094,-0.117758678900571,-0.00440560509090767
"BurnRCA",-0.127102097849159,-0.168903032926755,0.107193692572276,0.271267328354021,-0.37534006305552,0.249835869933546,-0.381750502264222,0.615971302302315,-0.247589015326707,0.0498619403093012,-0.161843430993208,0.0744084294105278,0.086299277082466,-0.0368554928737942,0.499904850327385,0.274921473537022,1,-0.326657803689925,-0.159491420273714,-0.0373218732468281,-0.0407097394940559,-0.263223343376123,-0.131526341041204,-0.00991627766565791,0.162014211148053,-0.211630337985167,-0.239846373783173,0.818972902520723,-0.251232832496971,-0.113463440024316,0.00990430919498329,-0.012737389751746,0.0556363001022013,-0.261539557371932,-0.265065007906746,-0.250452984353443,0.317784318692111,0.212526987736187,-0.167131817788954,0.332758923475024,-0.0832030255745458
"AgricultRC",-0.323959207583536,0.0946690413694792,-0.805366970709938,-0.846031476122844,0.887929664040862,0.0749614539911818,0.936014359349594,-0.340801923358283,0.423710647426178,-0.507829630443913,0.515860003098639,-0.569959365421378,-0.654955165173692,-0.43128728514192,-0.149002666935199,-0.0331186875593493,-0.326657803689925,1,0.510076580634183,0.615597349306073,-0.430047684992222,0.890479280497661,0.204713591711383,-0.765460763497089,-0.830328223827137,0.728766095848209,0.835641683374163,-0.189925539117184,0.482818561289616,0.573167911140332,-0.35760708762452,-0.0532513872211104,-0.597232870053994,-0.402807143367581,0.581688335716318,0.330548499698971,-0.848162258513565,0.0396778328429207,0.66157398135999,-0.855634975918977,0.61451324597154
"WetlandsRC",-0.226171906465064,-0.200034142829594,-0.417087260369299,-0.411547756356493,0.474304827367451,0.234028280789598,0.479309973937542,-0.00379707421682852,0.155617171599658,-0.188806045376489,0.358783648092377,-0.452571820167183,-0.444495716090513,-0.316705595692924,0.0606529770567566,0.0838609595032021,-0.159491420273714,0.510076580634183,1,0.439418203442841,-0.106111764971259,0.531695165611085,0.40347526785765,-0.449591380812774,-0.475323809497191,0.453900371057499,0.482914944292012,-0.0113675153306619,0.892259929322813,0.38187490348587,-0.123634290325365,-0.000147194865604013,-0.477298206371518,-0.406546265486526,0.405988217435021,0.302402477713256,-0.448071963928788,-0.110520827841133,0.438787104776033,-0.463214932810608,0.211577958421179
"LakesRCA",-0.0972052642923905,0.0794153562356793,-0.523646661505962,-0.5361502978799,0.547990209371915,0.21695608288389,0.503910424025102,-0.203105310357325,0.247140329732756,-0.387277070855924,0.394310910356849,-0.258938801343182,-0.391269989831501,-0.191782118761157,-0.106431512088626,-0.0436157661697583,-0.0373218732468281,0.615597349306073,0.439418203442841,1,-0.367176053505602,0.64846105602021,0.0707782314159264,-0.417783076508367,-0.439655426012209,0.567643062132155,0.462544184237729,-0.0507653459935137,0.335002028246084,0.786663325994832,-0.3576487303714,-0.132227568248646,-0.334975562675969,-0.171091948784498,0.171539153474096,-0.0535695450956288,-0.485394496178169,0.23025010279889,0.322777710868088,-0.48975850595344,0.347341376403927
