Model.Name,Landscape.EV,Estimate,Standardized.Coefficient,Std.Error,t.Value,p.Value,Significance,Correlation.w..thermal.sensitivity,R.Squared,Adjusted.R.Squared,F.statistic,F.p.Value,X..of.Significant.EVs,Total...of.EVs
model4,SLOPE,-0.9700235050410619,-0.1840471347574333,0.3885655618432115,-2.4964217117946035,0.01509002550095359,*,-0.28205644578558814,0.6640477868574374,0.6330368133365855,21.41331636721847,1.0552646953611072e-13,5,6
model4,h2oLakesPe,-6.11821860494018,-0.13366230793328832,3.893144373403362,-1.5715365314314487,0.12091355130662876,,-0.15386186555194964,0.6640477868574374,0.6330368133365855,21.41331636721847,1.0552646953611072e-13,5,6
model4,h2oHiCascP,-0.4038448224607059,-0.6751358175420282,0.04904892182806591,-8.233510695226434,1.1233978961664861e-11,***,-0.7781816949824829,0.6640477868574374,0.6330368133365855,21.41331636721847,1.0552646953611072e-13,5,6
model4,h2oWetland,6.7215263640822664,0.20158690178908378,2.893798538321452,2.322734729136012,0.02333472555366107,*,0.23553679911380548,0.6640477868574374,0.6330368133365855,21.41331636721847,1.0552646953611072e-13,5,6
model4,Shrub21,0.16351888087711994,0.24312023731744142,0.06004264134441756,2.7233792054406853,0.008288827848862541,**,0.01767321448277069,0.6640477868574374,0.6330368133365855,21.41331636721847,1.0552646953611072e-13,5,6
model4,BurnRCA,-0.1594731213131439,-0.17634286798454044,0.07662141949770734,-2.081312541043639,0.04134875963918383,*,-0.08320302557454584,0.6640477868574374,0.6330368133365855,21.41331636721847,1.0552646953611072e-13,5,6
