Model.Name,Landscape.EV,Estimate,Standardized.Coefficient,Std.Error,t.Value,p.Value,Significance,Correlation.w..thermal.sensitivity,R.Squared,Adjusted.R.Squared,F.statistic,F.p.Value,X..of.Significant.EVs,Total...of.EVs
model1,SLOPE,0.014946995023238176,0.0028359638637252935,0.5770042852930681,0.025904478362143185,0.9794944013931548,,-0.28205644578558814,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,Elev,1.5095111453550497e-4,0.29947970010866237,2.797266442052899e-4,0.539637956063716,0.5931823152767495,,-0.6888688794659481,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,BFI,-0.0077663006162747295,-0.5336678082767717,0.008329208247328784,-0.9324176303030266,0.35810295896885225,,-0.7724074770534384,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oDevelop,-0.29877018999371074,-0.16950530502473451,0.42740583057334464,-0.6990316196504028,0.48958227298270884,,0.6787821641145126,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oLakesPe,-6.4819226452184475,-0.14160800660266926,6.8452622866607085,-0.9469210051818909,0.35077526644019663,,-0.15386186555194964,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oAgricul,0.38205430010856706,0.40243126668795665,0.29747040691933185,1.2843438917679388,0.2082423935399586,,0.649228091817847,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oBurnPer,-0.4113713354177953,-0.39768234299896116,0.26617729601117446,-1.5454786774921834,0.13206395050463782,,-0.24352306143016214,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oRdDens,-0.01635148552922227,-0.09049255282209494,0.03784612485017599,-0.43205177792849336,0.6686012479211831,,-0.025284195983681253,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oHiCascP,-0.23127392765396307,-0.3866369049166324,0.0990668128840383,-2.3345247608266,0.026004964535097184,*,-0.7781816949824829,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oWetland,-5.009245297116173,-0.15023347154349248,6.978363221206353,-0.717825246168574,0.4780731562104855,,0.23553679911380548,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oVegCov,-0.01491906307313422,-1.6051397310766244,0.006754139325948062,-2.2088770090688157,0.03446331579549174,*,-0.4855812910416477,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oVegHt,0.03705163718149688,1.4781302972627035,0.018875998341391777,1.9628968233298203,0.05840054023213668,.,-0.6586379610906958,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,Forest21,0.25226371805110404,0.4742259835592333,0.15448220013989186,1.6329630068879508,0.11227950407874175,,-0.4073377250174763,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,Shrub21,0.41541325003037344,0.6176373479958521,0.1423129426451756,2.919012440534732,0.00638029756828743,**,0.01767321448277069,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,h2oKm2,-1.1622411745695714e-4,-0.4457537431700895,5.087571780805739e-5,-2.284471305062359,0.029119792366902868,*,-0.004405605090907665,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,BurnRCA,0.19336384002249615,0.21381869140891033,0.14611695293637542,1.3233497971087156,0.19509691390160966,,-0.08320302557454584,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,AgricultRC,-0.15453167179198427,-0.18679006451452915,0.18356366428031118,-0.8418423787618797,0.4061238606623516,,0.61451324597154,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,WetlandsRC,-0.7120462579889038,-0.3796902362417369,0.31285106594959783,-2.275991151980344,0.02967964934554489,*,0.21157795842117938,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
model1,LakesRCA,5.530980451333656,0.26977821218423337,7.19620439960743,0.7685969080638377,0.44776824664078985,,0.3473413764039266,0.9032915937265698,0.7854282235808266,7.663887368990138,3.02300257954805e-8,5,39
