Model,Variable,StdBetaCoefficient,StdError,tValue,pValue,Significance,TSCorrelation,DirectionMatch,RSquared,AdjRSquared,FStatistic,F_pValue
VIF10_Corr0.7,SLOPE,-0.9654385638905847,0.4011273278569996,-2.406813240694386,0.018813776747574094,*,-0.28205644578558814,TRUE,0.6120728649964258,0.5949584325697974,35.763550302965584,5.466710537692099e-14
VIF10_Corr0.7,h2oHiCascP,-0.45484411983607775,0.04529741627350232,-10.04128176074688,4.61507692550424e-15,***,-0.7781816949824829,TRUE,0.6120728649964258,0.5949584325697974,35.763550302965584,5.466710537692099e-14
VIF10_Corr0.7,BurnRCA,-0.08936529933026302,0.06900181172674523,-1.2951152599320064,0.19966037904101008,,-0.08320302557454584,TRUE,0.6120728649964258,0.5949584325697974,35.763550302965584,5.466710537692099e-14
